time,on,off,diff
259.88633,17900,7588,10312
259.92662,17900,7582,10318
259.96678,17901,7582,10319
260.00688,17901,7587,10314
260.0471,17871,7587,10284
260.08736,17871,7587,10284
260.12758,17896,7587,10309
260.16774,17896,7606,10290
260.20796,17903,7606,10297
260.24819,17903,7568,10335
260.28835,17892,7568,10324
260.32857,17892,7557,10335
260.36879,17903,7557,10346
260.40914,17903,7599,10304
260.44921,17883,7599,10284
260.48946,17883,7578,10305
260.53014,17884,7578,10306
260.56966,17884,7582,10302
260.61001,17890,7582,10308
260.65029,17890,7581,10309
260.69045,17900,7581,10319
260.73056,17900,7558,10342
260.77078,17875,7558,10317
260.81097,17875,7573,10302
260.85119,17883,7573,10310
260.89157,17883,7594,10289
260.93164,17893,7594,10299
260.97186,17893,7596,10297
261.01221,17891,7596,10295
261.05249,17891,7588,10303
261.09253,17871,7588,10283
261.1326,17871,7570,10301
261.17288,17895,7570,10325
261.21299,17895,7589,10306
261.25324,17912,7589,10323
261.29401,17912,7578,10334
261.33368,17881,7578,10303
261.37382,17881,7590,10291
261.41392,17855,7590,10265
261.45411,17855,7553,10302
261.49445,17902,7553,10349
261.53458,17902,7572,10330
261.57472,17887,7572,10315
261.61494,17887,7570,10317
261.65519,17893,7570,10323
261.69532,17893,7567,10326
261.73558,17891,7567,10324
261.77586,17891,7588,10303
261.81614,17850,7588,10262
261.85615,17850,7576,10274
261.89641,17901,7576,10325
261.93666,17901,7597,10304
261.97691,17905,7597,10308
262.01704,17905,7573,10332
262.05727,17897,7573,10324
262.09749,17897,7566,10331
262.13774,17900,7566,10334
262.17797,17900,7565,10335
262.21816,17878,7565,10313
262.25841,17878,7575,10303
262.29863,17892,7575,10317
262.33877,17892,7571,10321
262.37899,17867,7571,10296
262.41924,17867,7577,10290
262.4594,17867,7577,10290
262.49984,17867,7581,10286
262.53988,17895,7581,10314
262.58056,17895,7559,10336
262.62017,17890,7559,10331
262.66043,17890,7569,10321
262.70071,17884,7569,10315
262.7409,17884,7562,10322
262.78125,17892,7562,10330
262.82141,17892,7540,10352
262.86169,17909,7540,10369
262.90182,17909,7587,10322
262.94205,17898,7587,10311
262.98221,17898,7572,10326
263.02258,17882,7572,10310
263.06278,17882,7555,10327
263.10291,17871,7555,10316
263.14313,17871,7577,10294
263.18338,17909,7577,10332
263.22367,17909,7578,10331
263.2638,17905,7578,10327
263.30399,17905,7571,10334
263.34455,17929,7571,10358
263.38447,17929,7578,10351
263.4246,17903,7578,10325
263.46488,17903,7563,10340
263.50504,17925,7563,10362
263.5453,17925,7576,10349
263.58549,17922,7576,10346
263.62571,17922,7598,10324
263.66593,17907,7598,10309
263.70619,17907,7577,10330
263.74629,17907,7577,10330
263.78666,17907,7603,10304
263.8268,17914,7603,10311
263.86699,17914,7574,10340
263.90721,17887,7574,10313
263.94759,17887,7571,10316
263.98766,17887,7571,10316
264.02788,17887,7561,10326
264.06804,17894,7561,10333
264.10823,17894,7594,10300
264.14852,17929,7594,10335
264.18877,17929,7577,10352
264.22915,17901,7577,10324
264.26925,17901,7575,10326
264.30956,17929,7575,10354
264.34978,17929,7597,10332
264.38973,17914,7597,10317
264.42992,17914,7572,10342
264.47015,17918,7572,10346
264.51043,17918,7578,10340
264.5505,17896,7578,10318
264.59072,17896,7575,10321
264.63089,17901,7575,10326
264.67111,17901,7571,10330
264.71145,17913,7571,10342
264.75155,17913,7569,10344
264.79178,17915,7569,10346
264.83203,17915,7576,10339
264.87213,17913,7576,10337
264.91248,17913,7579,10334
264.95279,17904,7579,10325
264.99313,17904,7585,10319
265.03314,17899,7585,10314
265.07291,17899,7583,10316
265.11331,17910,7583,10327
265.15338,17910,7584,10326
265.19358,17916,7584,10332
265.23383,17916,7590,10326
265.27402,17909,7590,10319
265.31422,17909,7573,10336
265.3545,17939,7573,10366
265.39478,17939,7578,10361
265.43491,17895,7578,10317
265.47514,17895,7578,10317
265.51539,18089,7578,10511
265.55546,18089,7578,10511
265.59577,17906,7578,10328
265.636,17906,7564,10342
265.6761,17912,7564,10348
265.71644,17912,7554,10358
265.75682,17879,7554,10325
265.7968,17879,7563,10316
265.83687,17931,7563,10368
265.87706,17931,7572,10359
265.91713,17921,7572,10349
265.95738,17921,7587,10334
265.99761,17936,7587,10349
266.0378,17936,7552,10384
266.07802,17891,7552,10339
266.11834,17891,7564,10327
266.15838,17908,7564,10344
266.1986,17908,7577,10331
266.23882,17889,7577,10312
266.2788,17889,7551,10338
266.31914,17915,7551,10364
266.35946,17915,7563,10352
266.39965,17924,7563,10361
266.43981,17924,7565,10359
266.48004,17902,7565,10337
266.5205,17902,7554,10348
266.56048,17906,7554,10352
266.60058,17906,7565,10341
266.64084,17894,7565,10329
266.68109,17894,7561,10333
266.72128,17910,7561,10349
266.7615,17910,7573,10337
266.80167,17898,7573,10325
266.84192,17898,7540,10358
266.88205,17907,7540,10367
266.9223,17907,7553,10354
266.96246,17897,7553,10344
267.00281,17897,7561,10336
267.04343,18043,7561,10482
267.08307,18043,7548,10495
267.12317,17898,7548,10350
267.16346,17898,7563,10335
267.20353,17895,7563,10332
267.24378,17895,7550,10345
267.28397,17903,7550,10353
267.32432,17903,7549,10354
267.36451,17893,7549,10344
267.40485,17893,7559,10334
267.44486,17906,7559,10347
267.48503,17906,7557,10349
267.52525,17923,7557,10366
267.56535,17923,7543,10380
267.6056,17913,7543,10370
267.64579,17913,7552,10361
267.68596,17884,7552,10332
267.72618,17884,7566,10318
267.76655,17926,7566,10360
267.80672,17926,7540,10386
267.84682,17915,7540,10375
267.88704,17915,7566,10349
267.92711,17918,7566,10352
267.96739,17918,7562,10356
268.00768,17928,7562,10366
268.04781,17928,7570,10358
268.08803,17927,7570,10357
268.12816,17927,7549,10378
268.16836,17928,7549,10379
268.20858,17928,7579,10349
268.24877,17928,7579,10349
268.28884,17928,7562,10366
268.32906,17919,7562,10357
268.36932,17919,7558,10361
268.40957,17897,7558,10339
268.44976,17897,7558,10339
268.48999,17933,7558,10375
268.53021,17933,7551,10382
268.57052,17941,7551,10390
268.61068,17941,7566,10375
268.65078,17923,7566,10357
268.69104,17923,7566,10357
268.73099,17929,7566,10363
268.7713,17929,7589,10340
268.81168,17928,7589,10339
268.85169,17928,7566,10362
268.89197,17899,7566,10333
268.93213,17899,7565,10334
268.97232,17929,7565,10364
269.01255,17929,7548,10381
269.05289,17915,7548,10367
269.09296,17915,7556,10359
269.13328,17915,7556,10359
269.17335,17915,7565,10350
269.21363,18099,7565,10534
269.2537,18099,7563,10536
269.29392,17928,7563,10365
269.3343,17928,7561,10367
269.37431,17926,7561,10365
269.4145,17926,7556,10370
269.4557,17907,7556,10351
269.49494,17907,7553,10354
269.6154,17906,7559,10347
269.6555,17906,7565,10341
269.69585,17924,7565,10359
269.73604,17924,7554,10370
269.77629,17921,7554,10367
269.81657,17921,7564,10357
269.85692,17927,7564,10363
269.89693,17927,7547,10380
269.93718,17936,7547,10389
269.9775,17936,7583,10353
270.01747,17922,7583,10339
270.0577,17922,7566,10356
270.09804,17935,7566,10369
270.13817,17935,7558,10377
270.17843,17917,7558,10359
270.21856,17917,7544,10373
270.25854,17906,7544,10362
270.29894,17906,7550,10356
270.33907,17951,7550,10401
270.37933,17951,7564,10387
270.41949,17941,7564,10377
270.45971,17941,7554,10387
270.4999,17926,7554,10372
270.54013,17926,7582,10344
270.5805,17930,7582,10348
270.62057,17930,7546,10384
270.6608,17944,7546,10398
270.70102,17944,7559,10385
270.74103,17693,7559,10134
270.78128,17693,7562,10131
270.82166,17924,7562,10362
270.86188,17924,7556,10368
270.90213,17920,7556,10364
270.94217,17920,7570,10350
270.98267,17935,7570,10365
271.02259,17935,7580,10355
271.06287,17926,7580,10346
271.10303,17926,7563,10363
271.14322,17949,7563,10386
271.18348,17949,7556,10393
271.22376,17943,7556,10387
271.26392,17943,7561,10382
271.30421,17912,7561,10351
271.34431,17912,7555,10357
271.3845,17932,7555,10377
271.42485,17932,7558,10374
271.46495,17952,7558,10394
271.50566,17952,7553,10399
271.54539,17931,7553,10378
271.58555,17931,7550,10381
271.62584,17943,7550,10393
271.66594,17943,7556,10387
271.70616,17912,7556,10356
271.74632,17912,7583,10329
271.78661,17920,7583,10337
271.82665,17920,7570,10350
271.86687,17920,7570,10350
271.90712,17920,7558,10362
271.94725,17919,7558,10361
271.98742,17919,7554,10365
272.02764,17947,7554,10393
272.06786,17947,7583,10364
272.10808,17944,7583,10361
272.14831,17944,7550,10394
272.18862,17945,7550,10395
272.22878,17945,7549,10396
272.26898,17916,7549,10367
272.3092,17916,7535,10381
272.34936,17937,7535,10402
272.38977,17937,7553,10384
272.42981,17934,7553,10381
272.47006,17934,7549,10385
272.51022,17925,7549,10376
272.5506,17925,7534,10391
272.59082,17927,7534,10393
272.63092,17927,7560,10367
272.67102,17946,7560,10386
272.71133,17946,7538,10408
272.75147,17929,7538,10391
272.79157,17929,7557,10372
272.83185,17934,7557,10377
272.87207,17934,7587,10347
272.91227,17939,7587,10352
272.95255,17939,7570,10369
272.99277,17946,7570,10376
273.03318,17946,7546,10400
273.07313,17919,7546,10373
273.11335,17919,7542,10377
273.15372,17941,7542,10399
273.19379,17941,7563,10378
273.23396,17927,7563,10364
273.27403,17927,7543,10384
273.31422,17940,7543,10397
273.3545,17940,7559,10381
273.39473,17930,7559,10371
273.43492,17930,7559,10371
273.47514,17911,7559,10352
273.51542,17911,7572,10339
273.55556,17957,7572,10385
273.59578,17957,7550,10407
273.63609,17923,7550,10373
273.67632,17923,7549,10374
273.71639,17939,7549,10390
273.75661,17939,7565,10374
273.79671,17920,7565,10355
273.83699,17920,7568,10352
273.87722,17925,7568,10357
273.91784,17925,7554,10371
273.95775,17944,7554,10390
273.99788,17944,7564,10380
274.03798,17952,7564,10388
274.07812,17952,7549,10403
274.11837,17928,7549,10379
274.15859,17928,7556,10372
274.19878,17941,7556,10385
274.23904,17941,7538,10403
274.27926,17959,7538,10421
274.31951,17959,7543,10416
274.35958,17921,7543,10378
274.39975,17921,7570,10351
274.44021,18134,7570,10564
274.48013,18134,7554,10580
274.52051,17941,7554,10387
274.56067,17941,7578,10363
274.6008,17940,7578,10362
274.64099,17940,7568,10372
274.68127,17951,7568,10383
274.7215,17951,7535,10416
274.76172,17944,7535,10409
274.80197,17944,7570,10374
274.84226,17934,7570,10364
274.88242,17934,7563,10371
274.92264,17939,7563,10376
274.9629,17939,7555,10384
275.00318,17920,7555,10365
275.04331,17920,7541,10379
275.08356,17947,7541,10406
275.1237,17947,7577,10370
275.16392,17940,7577,10363
275.20429,17940,7542,10398
275.24427,17915,7542,10373
275.28453,17915,7533,10382
275.32499,17932,7533,10399
275.36506,17932,7538,10394
275.40519,17930,7538,10392
275.4456,17930,7520,10410
275.48591,17936,7520,10416
275.52595,17936,7553,10383
275.56627,17962,7553,10409
275.60634,17962,7547,10415
275.64662,17942,7547,10395
275.68684,17942,7539,10403
275.7271,17951,7539,10412
275.76729,17951,7571,10380
275.80754,17954,7571,10383
275.84771,17954,7557,10397
275.88802,17948,7557,10391
275.92809,17948,7538,10410
275.96874,18105,7538,10567
276.00847,18105,7529,10576
276.04861,17960,7529,10431
276.08892,17960,7546,10414
276.12911,17969,7546,10423
276.16934,17969,7549,10420
276.2095,17944,7549,10395
276.24966,17944,7536,10408
276.28985,17936,7536,10400
276.33013,17936,7548,10388
276.3703,17929,7548,10381
276.41067,17929,7544,10385
276.45089,17948,7544,10404
276.49093,17948,7539,10409
276.53116,17955,7539,10416
276.57135,17955,7558,10397
276.61169,17956,7558,10398
276.65183,17956,7558,10398
276.69205,17928,7558,10370
276.7327,17928,7547,10381
276.77231,17958,7547,10411
276.81266,17958,7560,10398
276.85294,17956,7560,10396
276.89316,17956,7564,10392
276.93342,17962,7564,10398
276.97349,17962,7573,10389
277.01368,17987,7573,10414
277.05384,17987,7576,10411
277.09391,17945,7576,10369
277.13429,17945,7553,10392
277.17445,17965,7553,10412
277.21467,17965,7546,10419
277.25477,17931,7546,10385
277.29502,17931,7556,10375
277.33525,17955,7556,10399
277.37553,17955,7559,10396
277.41569,17934,7559,10375
277.45588,17934,7564,10370
277.49599,17945,7564,10381
277.53627,17945,7558,10387
277.57661,17972,7558,10414
277.61672,17972,7541,10431
277.65694,17948,7541,10407
277.69716,17948,7565,10383
277.73729,17958,7565,10393
277.77755,17958,7545,10413
277.81768,17976,7545,10431
277.8579,17976,7559,10417
277.89815,17935,7559,10376
277.93838,17935,7537,10398
277.97857,17944,7537,10407
278.01873,17944,7553,10391
278.05883,17939,7553,10386
278.09908,17939,7558,10381
278.13925,17963,7558,10405
278.1795,17963,7565,10398
278.21981,17945,7565,10380
278.25982,17945,7557,10388
278.30011,17936,7557,10379
278.34036,17936,7558,10378
278.38104,17956,7558,10398
278.4208,17956,7544,10412
278.461,17949,7544,10405
278.50107,17949,7571,10378
278.54126,17951,7571,10380
278.58151,17951,7530,10421
278.62174,17945,7530,10415
278.66193,17945,7553,10392
278.70215,17948,7553,10395
278.7424,17948,7558,10390
278.7826,17944,7558,10386
278.82279,17944,7526,10418
278.86304,17946,7526,10420
278.90342,17946,7553,10393
278.94343,17965,7553,10412
278.98359,17965,7541,10424
279.02396,17947,7541,10406
279.06403,17947,7532,10415
279.10426,17957,7532,10425
279.14488,17957,7563,10394
279.18446,17957,7563,10394
279.22486,17957,7535,10422
279.26493,17961,7535,10426
279.30513,17961,7550,10411
279.34535,17960,7550,10410
279.3856,17960,7551,10409
279.42579,17956,7551,10405
279.46602,17956,7561,10395
279.50627,17979,7561,10418
279.54643,17979,7538,10441
279.58666,17940,7538,10402
279.62688,17940,7533,10407
279.66704,17861,7533,10328
279.70714,17861,7544,10317
279.74749,17975,7544,10431
279.78768,17975,7537,10438
279.82784,17950,7537,10413
279.86803,17950,7540,10410
279.90838,17962,7540,10422
279.94854,17962,7547,10415
279.98873,17952,7547,10405
280.02908,17952,7554,10398
280.06909,17933,7554,10379
280.1094,17933,7552,10381
280.14962,17938,7552,10386
280.18975,17938,7556,10382
280.23001,17995,7556,10439
280.27026,17995,7539,10456
280.31051,17981,7539,10442
280.35064,17981,7567,10414
280.3909,17948,7567,10381
280.43143,17948,7535,10413
280.47119,17988,7535,10453
280.51144,17988,7530,10458
280.5517,17958,7530,10428
280.59186,17958,7543,10415
280.63208,17951,7543,10408
280.67234,17951,7594,10357
280.71241,17964,7594,10370
280.75266,17964,7540,10424
280.79282,17967,7540,10427
280.83304,17967,7550,10417
280.8733,17962,7550,10412
280.91364,17962,7535,10427
280.95377,17954,7535,10419
280.994,17954,7550,10404
281.03422,17954,7550,10404
281.07453,17954,7560,10394
281.11476,17978,7560,10418
281.15486,17978,7560,10418
281.19548,17966,7560,10406
281.23512,17966,7553,10413
281.27543,17969,7553,10416
281.31584,17969,7558,10411
281.35591,17958,7558,10400
281.39613,17958,7547,10411
281.43629,17989,7547,10442
281.47624,17989,7568,10421
281.51659,17953,7568,10385
281.55678,17953,7555,10398
281.597,17963,7555,10408
281.63726,17963,7550,10413
281.67751,17992,7550,10442
281.71779,17992,7554,10438
281.75792,17971,7554,10417
281.79815,17971,7561,10410
281.83831,17969,7561,10408
281.87853,17969,7562,10407
281.91878,17970,7562,10408
281.95901,17970,7534,10436
281.99917,17973,7534,10439
282.03942,17973,7545,10428
282.07965,17972,7545,10427
282.11999,17972,7554,10418
282.16018,17994,7554,10440
282.20028,17994,7579,10415
282.24044,17993,7579,10414
282.28067,17993,7574,10419
282.32098,17982,7574,10408
282.36114,17982,7576,10406
282.40131,17980,7576,10404
282.44156,17980,7589,10391
282.48175,17964,7589,10375
282.5221,17964,7573,10391
282.56235,18003,7573,10430
282.60257,18003,7564,10439
282.64264,18010,7564,10446
282.6829,18010,7574,10436
282.72306,17988,7574,10414
282.76328,17988,7575,10413
282.80362,18011,7575,10436
282.84382,18011,7555,10456
282.88377,18010,7555,10455
282.92408,18010,7573,10437
282.96421,18010,7573,10437
283.00443,18010,7578,10432
283.04478,18006,7578,10428
283.08491,18006,7571,10435
283.12504,18002,7571,10431
283.16529,18002,7564,10438
283.20564,18022,7564,10458
283.2458,18022,7551,10471
283.28596,18006,7551,10455
283.32631,18006,7540,10466
283.36626,18216,7540,10676
283.40657,18216,7537,10679
283.44679,18028,7537,10491
283.48683,18028,7550,10478
283.52715,17993,7550,10443
283.56743,17993,7544,10449
283.60839,18005,7544,10461
283.64785,18005,7567,10438
283.6881,18023,7567,10456
283.72826,18023,7544,10479
283.76848,17993,7544,10449
283.80871,17993,7536,10457
283.84902,18012,7536,10476
283.88906,18012,7552,10460
283.92947,18001,7552,10449
283.9696,18001,7555,10446
284.00973,17982,7555,10427
284.04998,17982,7568,10414
284.09024,18009,7568,10441
284.1307,18009,7563,10446
284.17065,18003,7563,10440
284.21078,18003,7555,10448
284.25107,18025,7555,10470
284.2912,18025,7544,10481
284.33157,18010,7544,10466
284.3718,18010,7557,10453
284.41193,18011,7557,10454
284.45224,18011,7560,10451
284.49259,18011,7560,10451
284.53272,18011,7546,10465
284.57279,17983,7546,10437
284.61304,17983,7571,10412
284.6532,18029,7571,10458
284.69349,18029,7553,10476
284.73383,18023,7553,10470
284.77387,18023,7565,10458
284.81415,18015,7565,10450
284.85435,18015,7558,10457
284.89478,18189,7558,10631
284.93455,18189,7539,10650
284.97489,18025,7539,10486
285.01524,18025,7567,10458
285.05537,18004,7567,10437
285.09559,18004,7531,10473
285.13594,18019,7531,10488
285.1761,18019,7565,10454
285.21623,18022,7565,10457
285.25651,18022,7530,10492
285.29671,18012,7530,10482
285.33693,18012,7547,10465
285.37712,18036,7547,10489
285.41744,18036,7541,10495
285.45754,18028,7541,10487
285.49776,18028,7542,10486
285.53807,18026,7542,10484
285.5782,18026,7561,10465
285.61846,17990,7561,10429
285.6592,17990,7549,10441
285.69875,18033,7549,10484
285.739,18033,7543,10490
285.77935,18015,7543,10472
285.8196,18015,7521,10494
285.85986,18041,7521,10520
285.89996,18041,7566,10475
285.94018,18025,7566,10459
285.98043,18025,7541,10484
286.02066,18030,7541,10489
286.06076,18030,7540,10490
286.10104,18022,7540,10482
286.14129,18022,7546,10476
286.18155,18031,7546,10485
286.22168,18031,7540,10491
286.26193,18040,7540,10500
286.30218,18040,7536,10504
286.34241,18019,7536,10483
286.38257,18019,7534,10485
286.4231,18104,7534,10570
286.46301,18104,7547,10557
286.50312,18031,7547,10484
286.54343,18031,7543,10488
286.58362,18039,7543,10496
286.62381,18039,7548,10491
286.66404,18034,7548,10486
286.70423,18034,7552,10482
286.74464,18008,7552,10456
286.78474,18008,7535,10473
286.82493,18027,7535,10492
286.86512,18027,7561,10466
286.90534,18012,7561,10451
286.94569,18012,7546,10466
286.98579,18039,7546,10493
287.02604,18039,7541,10498
287.0663,18026,7541,10485
287.1064,18026,7525,10501
287.14662,18037,7525,10512
287.18684,18037,7537,10500
287.22706,18016,7537,10479
287.26732,18016,7542,10474
287.30757,18004,7542,10462
287.34776,18004,7556,10448
287.38783,18027,7556,10471
287.42806,18027,7541,10486
287.46831,18034,7541,10493
287.50838,18034,7533,10501
287.5486,18022,7533,10489
287.58876,18022,7539,10483
287.62899,18027,7539,10488
287.66933,18027,7528,10499
287.70937,18053,7528,10525
287.74972,18053,7561,10492
287.79003,18030,7561,10469
287.83013,18030,7557,10473
287.87023,18047,7557,10490
287.91049,18047,7551,10496
287.95068,18042,7551,10491
287.99087,18042,7543,10499
288.03115,18026,7543,10483
288.07141,18026,7546,10480
288.1116,18010,7546,10464
288.15164,18010,7533,10477
288.19177,18013,7533,10480
288.23205,18013,7514,10499
288.27231,18026,7514,10512
288.31262,18026,7529,10497
288.35278,18020,7529,10491
288.39292,18020,7505,10515
288.43311,18030,7505,10525
288.4733,18030,7532,10498
288.51355,18043,7532,10511
288.55381,18043,7531,10512
288.59403,18191,7531,10660
288.63416,18191,7535,10656
288.67429,18028,7535,10493
288.71464,18028,7520,10508
288.7548,18032,7520,10512
288.79499,18032,7532,10500
288.8361,18015,7532,10483
288.87556,18015,7523,10492
288.91563,18044,7523,10521
288.95579,18044,7530,10514
288.99595,18036,7530,10506
289.03617,18036,7538,10498
289.07652,18029,7538,10491
289.11674,18029,7545,10484
289.15687,18045,7545,10500
289.19694,18045,7513,10532
289.23714,18019,7513,10506
289.27745,18019,7536,10483
289.35814,18011,7502,10509
289.39806,18031,7502,10529
289.43825,18031,7509,10522
289.47838,18021,7509,10512
289.51854,18021,7519,10502
289.55877,18033,7519,10514
289.59908,18033,7520,10513
289.63924,18040,7520,10520
289.67934,18040,7524,10516
289.71957,18042,7524,10518
289.75976,18042,7525,10517
289.79992,18026,7525,10501
289.84014,18026,7530,10496
289.8803,18029,7530,10499
289.92062,18029,7520,10509
289.96093,18037,7520,10517
290.00103,18037,7509,10528
290.04126,18029,7509,10520
290.08151,18029,7522,10507
290.12195,17811,7522,10289
290.16177,17811,7523,10288
290.20203,18038,7523,10515
290.24234,18038,7527,10511
290.2825,18013,7527,10486
290.32269,18013,7512,10501
290.3631,18027,7512,10515
290.40311,18027,7544,10483
290.44336,18026,7544,10482
290.48371,18026,7516,10510
290.52375,18024,7516,10508
290.56421,18024,7528,10496
290.60419,18039,7528,10511
290.64432,18039,7541,10498
290.68458,18027,7541,10486
290.7248,18027,7510,10517
290.76499,18018,7510,10508
290.80522,18018,7529,10489
290.84544,18029,7529,10500
290.8859,18029,7515,10514
290.92585,18021,7515,10506
290.96608,18021,7508,10513
291.00645,18034,7508,10526
291.04658,18034,7512,10522
291.08677,18024,7512,10512
291.12697,18024,7525,10499
291.16722,18026,7525,10501
291.20753,18026,7520,10506
291.24779,18009,7520,10489
291.28798,18009,7528,10481
291.32805,18027,7528,10499
291.3683,18027,7532,10495
291.40865,18016,7532,10484
291.44875,18016,7532,10484
291.48897,17999,7532,10467
291.52913,17999,7509,10490
291.56936,18010,7509,10501
291.60964,18010,7533,10477
291.64989,18027,7533,10494
291.69003,18027,7510,10517
291.73022,18033,7510,10523
291.77056,18033,7507,10526
291.81069,18040,7507,10533
291.85098,18040,7512,10528
291.89114,18017,7512,10505
291.93139,18017,7500,10517
291.97162,18020,7500,10520
292.01184,18020,7518,10502
292.05197,18012,7518,10494
292.09222,18012,7519,10493
292.13248,18038,7519,10519
292.17264,18038,7517,10521
292.21298,18010,7517,10493
292.25311,18010,7484,10526
292.29331,18007,7484,10523
292.33341,18007,7507,10500
292.37366,18012,7507,10505
292.41413,18012,7518,10494
292.45408,18035,7518,10517
292.49433,18035,7507,10528
292.53473,18012,7507,10505
292.57484,18012,7520,10492
292.61487,18007,7520,10487
292.65501,18007,7517,10490
292.69523,18004,7517,10487
292.73557,18004,7474,10530
292.77567,17998,7474,10524
292.81596,17998,7502,10496
292.85606,18032,7502,10530
292.89643,18032,7513,10519
292.9366,18003,7513,10490
292.97685,18003,7497,10506
293.0171,18015,7497,10518
293.05726,18015,7501,10514
293.09733,18032,7501,10531
293.13762,18032,7500,10532
293.17769,18016,7500,10516
293.21806,18016,7513,10503
293.25838,18019,7513,10506
293.29882,18019,7518,10501
293.3387,18033,7518,10515
293.37874,18033,7511,10522
293.4189,18022,7511,10511
293.45919,18022,7488,10534
293.49938,18031,7488,10543
293.53976,18031,7505,10526
293.57979,18004,7505,10499
293.62002,18004,7505,10499
293.66027,18032,7505,10527
293.70043,18032,7499,10533
293.74066,18018,7499,10519
293.78088,18018,7516,10502
293.82125,18195,7516,10679
293.86114,18195,7511,10684
293.90139,18045,7511,10534
293.94171,18045,7520,10525
293.98184,18030,7520,10510
294.02206,18030,7499,10531
294.06265,18049,7499,10550
294.10226,18049,7493,10556
294.14258,18045,7493,10552
294.1828,18045,7517,10528
294.22299,18041,7517,10524
294.26325,18041,7520,10521
294.3035,18060,7520,10540
294.34381,18060,7502,10558
294.38398,18041,7502,10539
294.42417,18041,7499,10542
294.46445,18032,7499,10533
294.50458,18032,7502,10530
294.54481,18061,7502,10559
294.58533,18061,7513,10548
294.62519,18076,7513,10563
294.66541,18076,7518,10558
294.70576,18036,7518,10518
294.74592,18036,7510,10526
294.78627,18036,7510,10526
294.8264,18036,7505,10531
294.86659,18020,7505,10515
294.90678,18020,7500,10520
294.94703,18037,7500,10537
294.98723,18037,7534,10503
295.02748,18022,7534,10488
295.0677,18022,7502,10520
295.10796,18055,7502,10553
295.14806,18055,7502,10553
295.18834,18039,7502,10537
295.2285,18039,7530,10509
295.26873,18039,7530,10509
295.30901,18039,7514,10525
295.34978,18193,7514,10679
295.38924,18193,7515,10678
295.42949,18030,7515,10515
295.46981,18030,7504,10526
295.51,18046,7504,10542
295.55022,18046,7504,10542
295.59032,18039,7504,10535
295.63055,18039,7493,10546
295.67065,18015,7493,10522
295.71081,18015,7499,10516
295.751,18047,7499,10548
295.79122,18047,7514,10533
295.83148,18018,7514,10504
295.87179,18018,7520,10498
295.91198,18024,7520,10504
295.95209,18024,7529,10495
295.99225,18030,7529,10501
296.03259,18030,7501,10529
296.07266,18018,7501,10517
296.11316,18018,7501,10517
296.15299,18007,7501,10506
296.19306,18007,7504,10503
296.23349,17999,7504,10495
296.27356,17999,7471,10528
296.31375,17988,7471,10517
296.35395,17988,7488,10500
296.3942,17987,7488,10499
296.43436,17987,7489,10498
296.47458,17959,7489,10470
296.51475,17959,7500,10459
296.55497,17984,7500,10484
296.59531,17984,7517,10467
296.63535,18018,7517,10501
296.67558,18018,7508,10510
296.7158,18010,7508,10502
296.75605,18010,7500,10510
296.79628,17987,7500,10487
296.83653,17987,7493,10494
296.87654,18032,7493,10539
296.91676,18032,7480,10552
296.95698,18007,7480,10527
296.99724,18007,7494,10513
297.03749,18024,7494,10530
297.07765,18024,7494,10530
297.11781,17985,7494,10491
297.15798,17985,7505,10480
297.19832,17987,7505,10482
297.23836,17987,7495,10492
297.27864,17997,7495,10502
297.31878,17997,7485,10512
297.35903,18010,7485,10525
297.39919,18010,7504,10506
297.43944,18024,7504,10520
297.47967,18024,7484,10540
297.51998,18189,7484,10705
297.56002,18189,7479,10710
297.60024,18008,7479,10529
297.64034,18008,7496,10512
297.68057,17981,7496,10485
297.72079,17981,7481,10500
297.76162,18005,7481,10524
297.8012,18005,7482,10523
297.84143,17982,7482,10500
297.88147,17982,7496,10486
297.92172,17996,7496,10500
297.96197,17996,7487,10509
298.00211,18025,7487,10538
298.04227,18025,7484,10541
298.08252,17990,7484,10506
298.12277,17990,7479,10511
298.16306,17984,7479,10505
298.20343,17984,7494,10490
298.24347,18000,7494,10506
298.28388,18000,7488,10512
298.32367,17984,7488,10496
298.3639,17984,7467,10517
298.40427,17982,7467,10515
298.44425,17982,7474,10508
298.48466,17991,7474,10517
298.52479,17991,7483,10508
298.56492,17994,7483,10511
298.60523,17994,7465,10529
298.64536,17994,7465,10529
298.68568,17994,7473,10521
298.72584,18019,7473,10546
298.76597,18019,7472,10547
298.80616,17994,7472,10522
298.84651,17994,7484,10510
298.88667,17994,7484,10510
298.92683,17994,7497,10497
298.96712,18004,7497,10507
299.00731,18004,7463,10541
299.04759,17889,7463,10426
299.08754,17889,7468,10421
299.12789,18011,7468,10543
299.16811,18011,7443,10568
299.20821,17995,7443,10552
299.24846,17995,7488,10507
299.28875,18011,7488,10523
299.32885,18011,7487,10524
299.36904,18012,7487,10525
299.40932,18012,7475,10537
299.44952,18009,7475,10534
299.48989,18009,7498,10511
299.53005,17972,7498,10474
299.57025,17972,7490,10482
299.61044,18030,7490,10540
299.65057,18030,7465,10565
299.69067,17991,7465,10526
299.73095,17991,7472,10519
299.77118,18031,7472,10559
299.8121,18031,7471,10560
299.85159,18022,7471,10551
299.89178,18022,7489,10533
299.93222,18020,7489,10531
299.97226,18020,7493,10527
300.01245,18013,7493,10520
300.05267,18013,7490,10523
300.0929,18038,7490,10548
300.13303,18038,7472,10566
